,Name,State,Category,Policy/Incentive Type,URL,Created,Last Updated
131,Price Electric Cooperative - Electric Vehicle Charging Station and Efficiency Rebates,WI,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/22365/price-electric-cooperative-electric-vehicle-charging-station-and-efficiency-rebates,08/20/2021,03/17/2023
132,Pierce Pepin Coop - Electric Vehicle Charging Station Rebate,WI,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/22364/pierce-pepin-coop-electric-vehicle-charging-station-rebate,08/20/2021,03/17/2023
133,Clark Electric Cooperative - Electric Vehicle Charging Station Rebate,WI,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/22359/clark-electric-cooperative-electric-vehicle-charging-station-rebate,08/19/2021,03/17/2023
134,Chippewa Valley Electric Cooperative - Electric Vehicle Charging Station Rebate,WI,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/22358/chippewa-valley-electric-cooperative-electric-vehicle-charging-station-rebate,08/19/2021,03/17/2023
135,Vermont Public Power Supply Authority - Electric Bicycle and Retrofit Kit Rebate,VT,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/22351/vermont-public-power-supply-authority-electric-bicycle-and-retrofit-kit-rebate,08/18/2021,03/17/2023
136,Vermont Public Power Supply Authority - Electric Lawnmower Rebate,VT,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/22350/vermont-public-power-supply-authority-electric-lawnmower-rebate,08/18/2021,03/17/2023
137,Vermont Public Power Supply Authority - Electric Vehicle Purchase Rebate,VT,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/22348/vermont-public-power-supply-authority-electric-vehicle-purchase-rebate,08/18/2021,03/17/2023
138,Vermont Public Power Supply Authority - Electric Golf Cart Rebate,VT,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/22353/vermont-public-power-supply-authority-electric-golf-cart-rebate,08/19/2021,03/17/2023
139,Stowe Electric - Electric Bicycles,VT,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/22343/stowe-electric-electric-bicycles,08/16/2021,03/17/2023
140,Stowe Electric - Electric Lawnmowers,VT,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/22342/stowe-electric-electric-lawnmowers,08/16/2021,03/17/2023
141,Stowe Electric - Electric Vehicle Purchase Rebate,VT,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/22340/stowe-electric-electric-vehicle-purchase-rebate,08/16/2021,03/17/2023
142,PECO - EV Rebate Program,PA,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/22377/peco-ev-rebate-program,08/20/2021,03/17/2023
143,Taunton Municipal Lighting Plant - Residential and Non-Profit Weatherization Program,MA,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/5319/taunton-municipal-lighting-plant-residential-and-non-profit-weatherization-program,10/11/2012,03/17/2023
144,"Solar Energy, Small Hydropower, and Geothermal Tax Credit (Personal)",SC,Financial Incentive,Personal Tax Credit,https://programs.dsireusa.org/system/program/detail/1803/solar-energy-small-hydropower-and-geothermal-tax-credit-personal,07/18/2006,03/16/2023
145,"Solar Energy, Small Hydropower, and Geothermal Tax Credit (Corporate)",SC,Financial Incentive,Corporate Tax Credit,https://programs.dsireusa.org/system/program/detail/1804/solar-energy-small-hydropower-and-geothermal-tax-credit-corporate,07/18/2006,03/16/2023
146,Property Tax Abatement for Solar Electric Systems,NC,Financial Incentive,Property Tax Incentive,https://programs.dsireusa.org/system/program/detail/3036/property-tax-abatement-for-solar-electric-systems,08/11/2008,03/16/2023
147,Solar and Wind Energy Credit (Corporate),HI,Financial Incentive,Corporate Tax Credit,https://programs.dsireusa.org/system/program/detail/49/solar-and-wind-energy-credit-corporate,01/01/2000,03/16/2023
148,Solar and Wind Energy Credit (Personal),HI,Financial Incentive,Personal Tax Credit,https://programs.dsireusa.org/system/program/detail/50/solar-and-wind-energy-credit-personal,01/01/2000,03/16/2023
149,Improvement Valuation of Commercial Solar Energy Systems,IL,Financial Incentive,Property Tax Assessment,https://programs.dsireusa.org/system/program/detail/22439/improvement-valuation-of-commercial-solar-energy-systems,06/09/2022,03/16/2023
150,Special Assessment for Solar Energy Systems,IL,Financial Incentive,Property Tax Incentive,https://programs.dsireusa.org/system/program/detail/138/special-assessment-for-solar-energy-systems,01/01/2000,03/16/2023
151,Property Tax Exclusion for Solar Energy Systems and Solar Plus Storage System,CA,Financial Incentive,Property Tax Incentive,https://programs.dsireusa.org/system/program/detail/558/property-tax-exclusion-for-solar-energy-systems-and-solar-plus-storage-system,04/19/2001,03/16/2023
152,Residential Alternative Energy Tax Deduction,ID,Financial Incentive,Personal Tax Deduction,https://programs.dsireusa.org/system/program/detail/137/residential-alternative-energy-tax-deduction,01/01/2000,03/15/2023
153,Wabash Valley Power Association (28 Member Cooperatives) - Residential Energy Efficiency Program,MO,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/22049/wabash-valley-power-association-28-member-cooperatives-residential-energy-efficiency-program,05/20/2018,03/15/2023
154,Independence Power and Light - Residential Energy Efficiency Rebate Program,MO,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3936/independence-power-and-light-residential-energy-efficiency-rebate-program,01/27/2010,03/15/2023
155,MassEVIP Multi-Unit Dwelling (MUD) and Educational Campus Charging Program,MA,Financial Incentive,Grant Program,https://programs.dsireusa.org/system/program/detail/22188/massevip-multi-unit-dwelling-mud-and-educational-campus-charging-program,06/05/2021,03/10/2023
156,"PPL Electric Utilities - Commercial, Industrial and Agricultural Energy Efficiency Rebate Program",PA,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3853/ppl-electric-utilities-commercial-industrial-and-agricultural-energy-efficiency-rebate-program,12/16/2009,03/10/2023
157,Self-Generation Incentive Program,CA,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/552/self-generation-incentive-program,04/16/2001,03/10/2023
158,Residential & Small-Scale Solar Hot Water Program,MA,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/4557/residential-small-scale-solar-hot-water-program,01/13/2011,03/10/2023
159,Philadelphia Gas Works - Commercial and Industrial Equipment Rebate Program,PA,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/5068/philadelphia-gas-works-commercial-and-industrial-equipment-rebate-program,05/19/2011,03/10/2023
160,Philadelphia Gas Works - Residential and Small Business Equipment Rebate Program,PA,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/4831/philadelphia-gas-works-residential-and-small-business-equipment-rebate-program,05/19/2011,03/08/2023
161,Nicor Gas - Residential Energy Efficiency Rebates,IL,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/4128/nicor-gas-residential-energy-efficiency-rebates,05/06/2010,03/08/2023
162,National Grid (Gas)  - Residential Energy Efficiency Rebate Programs (Metro New York),NY,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/4372/national-grid-gas-residential-energy-efficiency-rebate-programs-metro-new-york,07/23/2008,03/08/2023
163,National Grid (Gas)  - Residential Energy Efficiency Rebate Programs (Upstate New York),NY,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3020/national-grid-gas-residential-energy-efficiency-rebate-programs-upstate-new-york,07/23/2008,03/08/2023
164,Efficiency Maine - Home Energy Loans,ME,Financial Incentive,Loan Program,https://programs.dsireusa.org/system/program/detail/22046/efficiency-maine-home-energy-loans,01/02/2018,03/07/2023
165,Central Georgia EMC - Home Plus Loan for Energy Efficiency Upgrades,GA,Financial Incentive,Loan Program,https://programs.dsireusa.org/system/program/detail/22057/central-georgia-emc-home-plus-loan-for-energy-efficiency-upgrades,07/25/2018,03/07/2023
166,Energy Conservation for Ohioans (ECO-Link) Program,OH,Financial Incentive,Loan Program,https://programs.dsireusa.org/system/program/detail/3676/energy-conservation-for-ohioans-eco-link-program,09/17/2009,03/07/2023
167,Burlington Electric Department - Residential EV Charging Station Rebate Program,VT,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/22402/burlington-electric-department-residential-ev-charging-station-rebate-program,08/23/2021,03/07/2023
168,Solar Alternative Energy Credits,PA,Financial Incentive,Solar Renewable Energy Credit Program,https://programs.dsireusa.org/system/program/detail/5682/solar-alternative-energy-credits,02/19/2015,03/07/2023
169,Minnesota Power - SolarSense Solar Rebate Program,MN,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/1092/minnesota-power-solarsense-solar-rebate-program,06/21/2004,03/07/2023
170,Austin Utilities - Solar Rebate Program,MN,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/4333/austin-utilities-solar-rebate-program,09/10/2010,03/07/2023
171,Solar Renewable Energy Certificates (SRECs),MD,Financial Incentive,Solar Renewable Energy Credit Program,https://programs.dsireusa.org/system/program/detail/5688/solar-renewable-energy-certificates-srecs,02/20/2015,03/07/2023
172,Sales and Use Tax Exemption for Residential Solar and Wind Electricity Sales,MD,Financial Incentive,Sales Tax Incentive,https://programs.dsireusa.org/system/program/detail/4853/sales-and-use-tax-exemption-for-residential-solar-and-wind-electricity-sales,06/03/2011,03/07/2023
173,Sales and Use Tax Exemption for Renewable Energy Equipment,MD,Financial Incentive,Sales Tax Incentive,https://programs.dsireusa.org/system/program/detail/2928/sales-and-use-tax-exemption-for-renewable-energy-equipment,04/25/2008,03/07/2023
174,Residential Clean Energy Rebate Program,MD,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/1084/residential-clean-energy-rebate-program,05/20/2004,03/07/2023
175,Delaware Electric Cooperative - Green Energy Program Incentives,DE,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/4386/delaware-electric-cooperative-green-energy-program-incentives,02/01/2007,03/07/2023
176,Xcel Energy - Solar*Rewards Program,MN,Financial Incentive,Performance-Based Incentive,https://programs.dsireusa.org/system/program/detail/5417/xcel-energy-solar-rewards-program,06/13/2013,03/07/2023
177,SREC Procurement Program,DE,Financial Incentive,Solar Renewable Energy Credit Program,https://programs.dsireusa.org/system/program/detail/5691/srec-procurement-program,02/20/2015,03/06/2023
178,Delmarva Power - Green Energy Program Incentives,DE,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/630/delmarva-power-green-energy-program-incentives,10/15/2001,03/06/2023
179,Barron Electric Cooperative - Electric Vehicle Charging Station Rebate,WI,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/22357/barron-electric-cooperative-electric-vehicle-charging-station-rebate,08/19/2021,03/06/2023
180,Home Energy Loan Program (HELP),LA,Financial Incentive,Loan Program,https://programs.dsireusa.org/system/program/detail/1206/home-energy-loan-program-help,07/08/2005,03/06/2023
181,National Grid (Electric) - Residential Energy Efficiency Rebate Programs (Upstate New York),NY,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3462/national-grid-electric-residential-energy-efficiency-rebate-programs-upstate-new-york,06/18/2009,03/05/2023
182,Ameren Missouri (Electric) - Residential Heating and Cooling Energy Efficiency  Rebate Program,MO,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/5862/ameren-missouri-electric-residential-heating-and-cooling-energy-efficiency-rebate-program,03/15/2016,03/04/2023
183,Benton PUD - Residential Energy Efficiency Rebate Programs,WA,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/2202/benton-pud-residential-energy-efficiency-rebate-programs,09/18/2006,03/03/2023
184,Benton PUD -  ENERGY STAR Certified Manufactured Homes Rebate Program,WA,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/4471/benton-pud-energy-star-certified-manufactured-homes-rebate-program,09/18/2006,03/03/2023
185,Kissimmee Utility Authority - Residential & Commercial Energy Efficiency Rebate Program,FL,Financial Incentive,Rebate Program,https://programs.dsireusa.org/system/program/detail/3169/kissimmee-utility-authority-residential-commercial-energy-efficiency-rebate-program,12/10/2008,03/03/2023
186,Solar Massachusetts Renewable Target (SMART) Program,MA,Financial Incentive,Performance-Based Incentive,https://programs.dsireusa.org/system/program/detail/22111/solar-massachusetts-renewable-target-smart-program,11/26/2019,03/02/2023
